figure_id,paper_id,field,image_path,phash
FIG_00004047,2605.27906v1,AI,figures/AI/FIG_00004047.png,ee6ec4b191939097
FIG_00004521,2605.27703v1,AI,figures/AI/FIG_00004521.png,fbc6f080f09785e8
FIG_00004522,2605.27703v1,AI,figures/AI/FIG_00004522.png,fbc6f080f09785e8
FIG_00004583,2605.28883v1,AI,figures/AI/FIG_00004583.png,bcd8c33cc0c7c267
FIG_00004586,2605.28883v1,AI,figures/AI/FIG_00004586.png,b8c9c71c4f6685c3
FIG_00004587,2605.28883v1,AI,figures/AI/FIG_00004587.png,bc60c387e4d98b1b
FIG_00004592,2605.28883v1,AI,figures/AI/FIG_00004592.png,bcd8c33cc0c7c267
FIG_00004593,2605.28883v1,AI,figures/AI/FIG_00004593.png,b8c9c71c4f6685c3
FIG_00004597,2605.28883v1,AI,figures/AI/FIG_00004597.png,bc60c387e4d98b1b
FIG_00004888,2605.27358v1,AI,figures/AI/FIG_00004888.png,ff80a07fd06a815e
FIG_00004889,2605.27358v1,AI,figures/AI/FIG_00004889.png,ff80a07fd06a815e
FIG_00004892,2605.27355v1,AI,figures/AI/FIG_00004892.png,a71f1c17dc0a1ed8
FIG_00004893,2605.27355v1,AI,figures/AI/FIG_00004893.png,ba337766a062b0e9
FIG_00004894,2605.27355v1,AI,figures/AI/FIG_00004894.png,fea1dedc89038166
FIG_00004895,2605.27355v1,AI,figures/AI/FIG_00004895.png,bec1f6a8c143913e
FIG_00004896,2605.27355v1,AI,figures/AI/FIG_00004896.png,fab88447ca37854e
FIG_00004897,2605.27355v1,AI,figures/AI/FIG_00004897.png,af2f78869286854f
FIG_00004898,2605.27355v1,AI,figures/AI/FIG_00004898.png,bbb2e43189cec05b
FIG_00004899,2605.27355v1,AI,figures/AI/FIG_00004899.png,ea1f9425870fd073
FIG_00004900,2605.27355v1,AI,figures/AI/FIG_00004900.png,eb9d9cb0d0689467
FIG_00004901,2605.27355v1,AI,figures/AI/FIG_00004901.png,eab19f9c958405b3
FIG_00004902,2605.27355v1,AI,figures/AI/FIG_00004902.png,aaf179a72046cc3b
FIG_00004903,2605.27355v1,AI,figures/AI/FIG_00004903.png,be9ce85e91c321a5
FIG_00004904,2605.27355v1,AI,figures/AI/FIG_00004904.png,ff1af48990e0c993
FIG_00004905,2605.27355v1,AI,figures/AI/FIG_00004905.png,fe8d8d729119c28d
FIG_00004998,2605.27255v1,AI,figures/AI/FIG_00004998.png,bb80e4b3e07391cd
FIG_00004999,2605.27255v1,AI,figures/AI/FIG_00004999.png,a6c1ee5cb136e498
FIG_00005000,2605.27255v1,AI,figures/AI/FIG_00005000.png,eed6c4999631d069
FIG_00005001,2605.27255v1,AI,figures/AI/FIG_00005001.png,bf37494e9060c3b6
FIG_00005002,2605.27255v1,AI,figures/AI/FIG_00005002.png,879a69cbe51e944a
FIG_00005003,2605.27255v1,AI,figures/AI/FIG_00005003.png,cf95f64b84999834
FIG_00005004,2605.27255v1,AI,figures/AI/FIG_00005004.png,b193cf6c864a2d96
FIG_00005005,2605.27255v1,AI,figures/AI/FIG_00005005.png,e3959869857a83d6
FIG_00005006,2605.27255v1,AI,figures/AI/FIG_00005006.png,f997c669946a83d0
FIG_00005007,2605.27255v1,AI,figures/AI/FIG_00005007.png,fa91957ac442e2d5
FIG_00005008,2605.27255v1,AI,figures/AI/FIG_00005008.png,ef9598629468c778
FIG_00005009,2605.27255v1,AI,figures/AI/FIG_00005009.png,e59d9a669468c770
FIG_00005461,2605.31170v1,AI,figures/AI/FIG_00005461.png,bcc7e938c30bc4c5
FIG_00005462,2605.31170v1,AI,figures/AI/FIG_00005462.png,bcc7e938c30bc4c5
FIG_00005590,2605.31120v1,AI,figures/AI/FIG_00005590.png,fb98a147d03d87d0
FIG_00005591,2605.31120v1,AI,figures/AI/FIG_00005591.png,fb98a147d03d87d0
FIG_00005640,2605.31065v1,AI,figures/AI/FIG_00005640.png,ca61e65ab0b193b6
FIG_00005642,2605.31065v1,AI,figures/AI/FIG_00005642.png,ca61e65ab0b193b6
FIG_00005690,2605.31023v1,AI,figures/AI/FIG_00005690.png,abd34cc4b339874c
FIG_00005691,2605.31023v1,AI,figures/AI/FIG_00005691.png,abd34cc4b339874c
FIG_00005746,2605.30934v1,AI,figures/AI/FIG_00005746.png,bf0fcca195e0d0f0
FIG_00005747,2605.30934v1,AI,figures/AI/FIG_00005747.png,bf0fcca195e0d0f0
FIG_00005954,2605.30802v1,AI,figures/AI/FIG_00005954.png,ae83f883585c91f9
FIG_00005955,2605.30802v1,AI,figures/AI/FIG_00005955.png,ae83f883585c91f9
FIG_00006106,2605.30675v1,AI,figures/AI/FIG_00006106.png,af408d3fe1c0de32
FIG_00006107,2605.30675v1,AI,figures/AI/FIG_00006107.png,af408d3fe1c0de32
FIG_00006166,2605.30641v1,AI,figures/AI/FIG_00006166.png,be786c3a7869023d
FIG_00006167,2605.30641v1,AI,figures/AI/FIG_00006167.png,be786c3a7869023d
FIG_00006313,2605.30585v1,AI,figures/AI/FIG_00006313.png,b197ce6c9b313189
FIG_00006314,2605.30585v1,AI,figures/AI/FIG_00006314.png,b197ce6c9b313189
FIG_00006433,2605.30512v1,AI,figures/AI/FIG_00006433.png,bc339bc8817e6c8c
FIG_00006434,2605.30512v1,AI,figures/AI/FIG_00006434.png,bc339bc8817e6c8c
FIG_00006489,2605.30447v1,AI,figures/AI/FIG_00006489.png,ef803e8487d778c1
FIG_00006490,2605.30447v1,AI,figures/AI/FIG_00006490.png,ef803e8487d778c1
FIG_00006533,2605.30288v2,AI,figures/AI/FIG_00006533.png,fa1cdae1853e854a
FIG_00006534,2605.30288v2,AI,figures/AI/FIG_00006534.png,ae987eda204834f7
FIG_00006535,2605.30288v2,AI,figures/AI/FIG_00006535.png,fe1e956e2ec181c1
FIG_00006536,2605.30288v2,AI,figures/AI/FIG_00006536.png,eaa077856d6d909c
FIG_00006537,2605.30288v2,AI,figures/AI/FIG_00006537.png,8c3a9b1eb4c3d1f0
FIG_00006538,2605.30155v2,AI,figures/AI/FIG_00006538.png,b05899adda7807a7
FIG_00006539,2605.30155v2,AI,figures/AI/FIG_00006539.png,f870d60f8de0961d
FIG_00006540,2605.30155v2,AI,figures/AI/FIG_00006540.png,fade80daf68181c9
FIG_00006541,2605.30155v2,AI,figures/AI/FIG_00006541.png,f77b783f081e8184
FIG_00006542,2605.30155v2,AI,figures/AI/FIG_00006542.png,eade945a768181cd
FIG_00006543,2605.30155v2,AI,figures/AI/FIG_00006543.png,eade945a768181cd
FIG_00006544,2605.30155v2,AI,figures/AI/FIG_00006544.png,eade945a768181cd
FIG_00006545,2605.30120v2,AI,figures/AI/FIG_00006545.png,9f85e39945425ce3
FIG_00006546,2605.30120v2,AI,figures/AI/FIG_00006546.png,fba6a41985ccc0e7
FIG_00006547,2605.30120v2,AI,figures/AI/FIG_00006547.png,bbe0e03bcc3c6166
FIG_00006548,2605.30120v2,AI,figures/AI/FIG_00006548.png,be213d6ba2521e1e
FIG_00006549,2605.30039v2,AI,figures/AI/FIG_00006549.png,bf4879d29ca186b1
FIG_00006550,2605.30039v2,AI,figures/AI/FIG_00006550.png,aed6803d3f999149
FIG_00006551,2605.30039v2,AI,figures/AI/FIG_00006551.png,fe968466857690b9
FIG_00006552,2605.30039v2,AI,figures/AI/FIG_00006552.png,eeb695cd9066811b
FIG_00006553,2605.30039v2,AI,figures/AI/FIG_00006553.png,af42689e98b3b721
FIG_00006554,2605.30039v2,AI,figures/AI/FIG_00006554.png,eb927a1e814da535
FIG_00006555,2605.30039v2,AI,figures/AI/FIG_00006555.png,ab6af6a5948d0f81
FIG_00006556,2605.30039v2,AI,figures/AI/FIG_00006556.png,8f967a5aa97c802d
FIG_00006557,2605.30039v2,AI,figures/AI/FIG_00006557.png,ad7ab438f2a5a08d
FIG_00006558,2605.30039v2,AI,figures/AI/FIG_00006558.png,a73c3b683ce1c986
FIG_00006559,2605.30039v2,AI,figures/AI/FIG_00006559.png,af4f1b926891e83c
FIG_00006560,2605.30039v2,AI,figures/AI/FIG_00006560.png,af3c68c3e0c7e093
FIG_00006578,2605.29833v2,AI,figures/AI/FIG_00006578.png,af69e0cb85a3d8c4
FIG_00006579,2605.29833v2,AI,figures/AI/FIG_00006579.png,bf3cc1c3c0a65e34
FIG_00006580,2605.29833v2,AI,figures/AI/FIG_00006580.png,ae8de54bc8b69648
FIG_00006581,2605.29833v2,AI,figures/AI/FIG_00006581.png,bf9fc1dac060e431
FIG_00006582,2605.29833v2,AI,figures/AI/FIG_00006582.png,abc3f45b96a4ca84
FIG_00006583,2605.29833v2,AI,figures/AI/FIG_00006583.png,aaa57872a17e817c
FIG_00006584,2605.29833v2,AI,figures/AI/FIG_00006584.png,ab81f56bc07e9588
FIG_00006585,2605.29833v2,AI,figures/AI/FIG_00006585.png,bf94d04a2d23d2a7
FIG_00006586,2605.29833v2,AI,figures/AI/FIG_00006586.png,bb99d00646cfbcc8
FIG_00006596,2605.29796v2,AI,figures/AI/FIG_00006596.png,af94d1ac9148ccf3
FIG_00006597,2605.29796v2,AI,figures/AI/FIG_00006597.png,eb81b83ee2623ca5
FIG_00006598,2605.29796v2,AI,figures/AI/FIG_00006598.png,ea90bc63ae9b9624
FIG_00006599,2605.29796v2,AI,figures/AI/FIG_00006599.png,bab79d24c7c3d084
FIG_00006600,2605.29796v2,AI,figures/AI/FIG_00006600.png,bb38e18f8c1c7073
FIG_00006601,2605.29796v2,AI,figures/AI/FIG_00006601.png,fac5816a807eb535
FIG_00006602,2605.29796v2,AI,figures/AI/FIG_00006602.png,bf87c178c18ad0dc
FIG_00006603,2605.29796v2,AI,figures/AI/FIG_00006603.png,bf83c1e68183d0fc
FIG_00006611,2605.29640v2,AI,figures/AI/FIG_00006611.png,af2f90c8d999c295
FIG_00006612,2605.29640v2,AI,figures/AI/FIG_00006612.png,bc0bf3c0d495d495
FIG_00006613,2605.29640v2,AI,figures/AI/FIG_00006613.png,bc0bf3c0d495d495
FIG_00006614,2605.29640v2,AI,figures/AI/FIG_00006614.png,b81ee6c5c6789985
FIG_00006615,2605.29640v2,AI,figures/AI/FIG_00006615.png,ea03b2b6153cc5f2
FIG_00006616,2605.29640v2,AI,figures/AI/FIG_00006616.png,af0f845af2f0d0d2
FIG_00006622,2605.29299v2,AI,figures/AI/FIG_00006622.png,af2ef0f0c0079b0f
FIG_00006623,2605.29299v2,AI,figures/AI/FIG_00006623.png,be7b2e6e7b808490
FIG_00006626,2605.29268v2,AI,figures/AI/FIG_00006626.png,ea61e49d855b94a6
FIG_00006627,2605.29268v2,AI,figures/AI/FIG_00006627.png,fb13f3868d28c9c8
FIG_00006628,2605.29268v2,AI,figures/AI/FIG_00006628.png,bb6fd4d0c4092b66
FIG_00006629,2605.29268v2,AI,figures/AI/FIG_00006629.png,eb16bec8c1274aca
FIG_00006630,2605.29268v2,AI,figures/AI/FIG_00006630.png,9f1ff0e0e01cd1e1
FIG_00006631,2605.29268v2,AI,figures/AI/FIG_00006631.png,fb72c2a4f12d2872
FIG_00006632,2605.29268v2,AI,figures/AI/FIG_00006632.png,aa6cf82d79878456
FIG_00006633,2605.29268v2,AI,figures/AI/FIG_00006633.png,afc2d23d854eb192
FIG_00006634,2605.29268v2,AI,figures/AI/FIG_00006634.png,abc2e23d94b5b1c2
FIG_00006638,2605.30381v1,AI,figures/AI/FIG_00006638.png,daa5ad52a55256a5
FIG_00006639,2605.30381v1,AI,figures/AI/FIG_00006639.png,daa5ad52a55256a5
FIG_00006640,2605.30381v1,AI,figures/AI/FIG_00006640.png,daa5ad52a55256a5
FIG_00006642,2605.30381v1,AI,figures/AI/FIG_00006642.png,daa5ad52a55256a5
FIG_00006646,2605.29146v2,AI,figures/AI/FIG_00006646.png,ee714cee8d87b420
FIG_00006647,2605.29146v2,AI,figures/AI/FIG_00006647.png,af286dccd0f0b332
FIG_00006648,2605.29146v2,AI,figures/AI/FIG_00006648.png,b6e0c91d98d92763
FIG_00006649,2605.29146v2,AI,figures/AI/FIG_00006649.png,e338bc03f6ca817c
FIG_00006650,2605.29146v2,AI,figures/AI/FIG_00006650.png,da2fb55a6ae1e060
FIG_00006651,2605.29146v2,AI,figures/AI/FIG_00006651.png,fb35964aa4e14ab4
FIG_00006652,2605.29146v2,AI,figures/AI/FIG_00006652.png,be959d6ac1f8c0c2
FIG_00006653,2605.29146v2,AI,figures/AI/FIG_00006653.png,b919cc976c649393
FIG_00006654,2605.29146v2,AI,figures/AI/FIG_00006654.png,fac7b4c01a2bcbd0
FIG_00006668,2605.28916v2,AI,figures/AI/FIG_00006668.png,e691664ea629e8f4
FIG_00006674,2605.28916v2,AI,figures/AI/FIG_00006674.png,e691664ea629e8f4
FIG_00006676,2605.27996v2,AI,figures/AI/FIG_00006676.png,aa27b719e5c8c8a5
FIG_00006677,2605.27996v2,AI,figures/AI/FIG_00006677.png,b662819bcce4e2bc
FIG_00006678,2605.27996v2,AI,figures/AI/FIG_00006678.png,fa6a858595947a6a
FIG_00006679,2605.27996v2,AI,figures/AI/FIG_00006679.png,bc36c58cc3c358cb
FIG_00006680,2605.27996v2,AI,figures/AI/FIG_00006680.png,ea91957e81c56e91
FIG_00006681,2605.27996v2,AI,figures/AI/FIG_00006681.png,ae52792df88c8dc1
FIG_00006682,2605.27996v2,AI,figures/AI/FIG_00006682.png,eb4e62589ea59631
FIG_00006683,2605.27355v2,AI,figures/AI/FIG_00006683.png,a71f1c17dc0a1ed8
FIG_00006684,2605.27355v2,AI,figures/AI/FIG_00006684.png,ba337766a062b0e9
FIG_00006685,2605.27355v2,AI,figures/AI/FIG_00006685.png,fea1dedc89038166
FIG_00006686,2605.27355v2,AI,figures/AI/FIG_00006686.png,bec1f6a8c143913e
FIG_00006687,2605.27355v2,AI,figures/AI/FIG_00006687.png,fab88447ca37854e
FIG_00006688,2605.27355v2,AI,figures/AI/FIG_00006688.png,af2f78869286854f
FIG_00006689,2605.27355v2,AI,figures/AI/FIG_00006689.png,bbb2e43189cec05b
FIG_00006690,2605.27355v2,AI,figures/AI/FIG_00006690.png,ea1f9425870fd073
FIG_00006691,2605.27355v2,AI,figures/AI/FIG_00006691.png,eb9d9cb0d0689467
FIG_00006692,2605.27355v2,AI,figures/AI/FIG_00006692.png,eab19f9c958405b3
FIG_00006693,2605.27355v2,AI,figures/AI/FIG_00006693.png,aaf179a72046cc3b
FIG_00006694,2605.27355v2,AI,figures/AI/FIG_00006694.png,be9ce85e91c321a5
FIG_00006695,2605.27355v2,AI,figures/AI/FIG_00006695.png,ff1af48990e0c993
FIG_00006696,2605.27355v2,AI,figures/AI/FIG_00006696.png,fe8d8d729119c28d
FIG_00006697,2605.27255v2,AI,figures/AI/FIG_00006697.png,bb80e4b3e07391cd
FIG_00006698,2605.27255v2,AI,figures/AI/FIG_00006698.png,a6c1ee5cb136e498
FIG_00006699,2605.27255v2,AI,figures/AI/FIG_00006699.png,eed6c4999631d069
FIG_00006700,2605.27255v2,AI,figures/AI/FIG_00006700.png,bf37494e9060c3b6
FIG_00006701,2605.27255v2,AI,figures/AI/FIG_00006701.png,879a69cbe51e944a
FIG_00006702,2605.27255v2,AI,figures/AI/FIG_00006702.png,cf95f64b84999834
FIG_00006703,2605.27255v2,AI,figures/AI/FIG_00006703.png,b193cf6c864a2d96
FIG_00006704,2605.27255v2,AI,figures/AI/FIG_00006704.png,e3959869857a83d6
FIG_00006705,2605.27255v2,AI,figures/AI/FIG_00006705.png,f997c669946a83d0
FIG_00006706,2605.27255v2,AI,figures/AI/FIG_00006706.png,fa91957ac442e2d5
FIG_00006707,2605.27255v2,AI,figures/AI/FIG_00006707.png,ef9598629468c778
FIG_00006708,2605.27255v2,AI,figures/AI/FIG_00006708.png,e59d9a669468c770
FIG_00006715,2605.30375v1,AI,figures/AI/FIG_00006715.png,ab4bc885b594d476
FIG_00006716,2605.30375v1,AI,figures/AI/FIG_00006716.png,ab4bc885b594d476
FIG_00006723,2605.31277v1,ML,figures/ML/FIG_00006723.png,bba44a0e8c5bf1b1
FIG_00006724,2605.31277v1,ML,figures/ML/FIG_00006724.png,bba44a0e8c5bf1b1
FIG_00006764,2605.31244v1,ML,figures/ML/FIG_00006764.png,e912f8798992d3c5
FIG_00006765,2605.31244v1,ML,figures/ML/FIG_00006765.png,e912f8798992d3c5
FIG_00006904,2605.31129v1,ML,figures/ML/FIG_00006904.png,be4a86b6d63ed081
FIG_00006905,2605.31129v1,ML,figures/ML/FIG_00006905.png,be4a86b6d63ed081
FIG_00006986,2605.31304v1,ML,figures/ML/FIG_00006986.png,bb3bf006c4f8c90b
FIG_00006987,2605.31304v1,ML,figures/ML/FIG_00006987.png,bb3bf006c4f8c90b
FIG_00007241,2605.30901v1,ML,figures/ML/FIG_00007241.png,ae1bd46c9586d02f
FIG_00007242,2605.30901v1,ML,figures/ML/FIG_00007242.png,ae1bd46c9586d02f
FIG_00007368,2605.30810v1,ML,figures/ML/FIG_00007368.png,97a9665f2842e16e
FIG_00007369,2605.30810v1,ML,figures/ML/FIG_00007369.png,97a9665f2842e16e
FIG_00007440,2605.30734v1,ML,figures/ML/FIG_00007440.png,fa0f8fe0c0f08579
FIG_00007441,2605.30734v1,ML,figures/ML/FIG_00007441.png,fa0f8fe0c0f08579
FIG_00007455,2605.30734v1,ML,figures/ML/FIG_00007455.png,ea2e858f850f858f
FIG_00007456,2605.30734v1,ML,figures/ML/FIG_00007456.png,ea2e858f850f858f
FIG_00007489,2605.30713v1,ML,figures/ML/FIG_00007489.png,e9256561722d7378
FIG_00007490,2605.30713v1,ML,figures/ML/FIG_00007490.png,e9256561722d7378
FIG_00007537,2605.30656v1,ML,figures/ML/FIG_00007537.png,ca66a5588d9999b5
FIG_00007538,2605.30656v1,ML,figures/ML/FIG_00007538.png,ca66a5588d9999b5
FIG_00007654,2605.30599v1,ML,figures/ML/FIG_00007654.png,aa35d0b594c9c1b7
FIG_00007655,2605.30599v1,ML,figures/ML/FIG_00007655.png,aa35d0b594c9c1b7
FIG_00007690,2605.30580v1,ML,figures/ML/FIG_00007690.png,fa85c47a93878595
FIG_00007691,2605.30580v1,ML,figures/ML/FIG_00007691.png,fa85c47a93878595
FIG_00007791,2605.30470v1,ML,figures/ML/FIG_00007791.png,bb98f9d8f880d988
FIG_00007792,2605.30470v1,ML,figures/ML/FIG_00007792.png,bb98f9d8f880d988
FIG_00007856,2605.30277v1,ML,figures/ML/FIG_00007856.png,af8fd0b0916c48bb
FIG_00007857,2605.30277v1,ML,figures/ML/FIG_00007857.png,af8fd0b0916c48bb
FIG_00007869,2605.30277v1,ML,figures/ML/FIG_00007869.png,fe7e8181f181916e
FIG_00007871,2605.30277v1,ML,figures/ML/FIG_00007871.png,fe7e8181f181916e
FIG_00007887,2605.30277v1,ML,figures/ML/FIG_00007887.png,fe7e8181f081c17e
FIG_00007888,2605.30277v1,ML,figures/ML/FIG_00007888.png,fe7e8181f081c17e
FIG_00007891,2605.30277v1,ML,figures/ML/FIG_00007891.png,fe7e8181f081c17e
FIG_00008196,2605.30396v1,ML,figures/ML/FIG_00008196.png,ab1b6b60309ce5b5
FIG_00008202,2605.30396v1,ML,figures/ML/FIG_00008202.png,ab1b6b60309ce5b5
FIG_00008224,2605.29952v1,ML,figures/ML/FIG_00008224.png,bad0b532da902f2d
FIG_00008225,2605.29952v1,ML,figures/ML/FIG_00008225.png,bad0b532da902f2d
FIG_00008244,2605.29939v1,ML,figures/ML/FIG_00008244.png,bf2178dc844e8e4e
FIG_00008245,2605.29939v1,ML,figures/ML/FIG_00008245.png,bf2178dc844e8e4e
FIG_00008278,2605.29911v1,ML,figures/ML/FIG_00008278.png,fa7a854b8585d585
FIG_00008279,2605.29911v1,ML,figures/ML/FIG_00008279.png,fa7a854b8585d585
FIG_00008514,2605.29587v1,ML,figures/ML/FIG_00008514.png,ad2d5e86c243f8d2
FIG_00008515,2605.29587v1,ML,figures/ML/FIG_00008515.png,ad2d5e86c243f8d2
FIG_00008561,2605.29548v1,ML,figures/ML/FIG_00008561.png,eb857c5a859a9c91
FIG_00008562,2605.29548v1,ML,figures/ML/FIG_00008562.png,eb857c5a859a9c91
FIG_00008605,2605.29489v1,ML,figures/ML/FIG_00008605.png,fa856a0e857a857a
FIG_00008606,2605.29489v1,ML,figures/ML/FIG_00008606.png,fa856a0e857a857a
FIG_00008613,2605.29464v1,ML,figures/ML/FIG_00008613.png,ed699126907e9593
FIG_00008614,2605.29464v1,ML,figures/ML/FIG_00008614.png,ed699126907e9593
FIG_00008615,2605.29464v1,ML,figures/ML/FIG_00008615.png,ed699126907e9593
FIG_00008617,2605.29464v1,ML,figures/ML/FIG_00008617.png,ed699126907e9593
FIG_00008681,2605.29329v1,ML,figures/ML/FIG_00008681.png,bfc5c05633ccd491
FIG_00008682,2605.29329v1,ML,figures/ML/FIG_00008682.png,bfc5c05633ccd491
FIG_00008726,2605.29228v1,ML,figures/ML/FIG_00008726.png,bfc0c01fd06e3f81
FIG_00008727,2605.29228v1,ML,figures/ML/FIG_00008727.png,bfc0c01fd06e3f81
FIG_00008743,2605.29190v1,ML,figures/ML/FIG_00008743.png,bea4e3c2ab1e94a1
FIG_00008744,2605.29190v1,ML,figures/ML/FIG_00008744.png,bea4e3c2ab1e94a1
FIG_00008762,2605.29172v1,ML,figures/ML/FIG_00008762.png,af1af087f0a1c6f0
FIG_00008766,2605.29172v1,ML,figures/ML/FIG_00008766.png,dad2a548a5b55a93
FIG_00008767,2605.29172v1,ML,figures/ML/FIG_00008767.png,dad2a548a5b55a93
FIG_00008768,2605.29172v1,ML,figures/ML/FIG_00008768.png,af1af087f0a1c6f0
FIG_00008819,2605.29114v1,ML,figures/ML/FIG_00008819.png,fe3bd03b91c481e4
FIG_00008820,2605.29114v1,ML,figures/ML/FIG_00008820.png,fe3bd03b91c481e4
FIG_00008851,2605.29075v1,ML,figures/ML/FIG_00008851.png,e46e9bb0d29f8183
FIG_00008852,2605.29075v1,ML,figures/ML/FIG_00008852.png,e46e9bb0d29f8183
FIG_00008871,2605.29058v1,ML,figures/ML/FIG_00008871.png,fbdcc431c6c784c1
FIG_00008872,2605.29058v1,ML,figures/ML/FIG_00008872.png,fbdcc431c6c784c1
FIG_00008928,2605.28980v1,ML,figures/ML/FIG_00008928.png,bf72c439e086f186
FIG_00008929,2605.28980v1,ML,figures/ML/FIG_00008929.png,bf72c439e086f186
FIG_00008930,2605.28980v1,ML,figures/ML/FIG_00008930.png,bf72c439e086f186
FIG_00008931,2605.28980v1,ML,figures/ML/FIG_00008931.png,bf72c439e086f186
FIG_00009085,2605.28711v2,ML,figures/ML/FIG_00009085.png,ae1a790c287937f1
FIG_00009086,2605.28711v2,ML,figures/ML/FIG_00009086.png,ae1a790c287937f1
FIG_00009144,2605.28684v1,ML,figures/ML/FIG_00009144.png,aff094f081f025f6
